id,porepress1,soiltention1,h1x,h1y,h1z,inclination1x,inclination1y
5214,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5215,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5216,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5217,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5218,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5219,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5222,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5223,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5224,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5225,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5226,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5227,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5228,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5229,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5231,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5232,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5233,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5234,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5235,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5236,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5237,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5238,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5239,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5240,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5241,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5242,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5243,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5244,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5245,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5246,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5247,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5248,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5249,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5250,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5251,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5252,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5253,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5254,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5255,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5256,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5257,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5258,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5259,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5260,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5261,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5262,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5263,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5264,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5265,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5266,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5267,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5268,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5269,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5270,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5271,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5272,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5273,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5274,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5275,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5276,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5277,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5278,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5279,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5280,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5281,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5282,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5283,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5284,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5285,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5286,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5287,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5288,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5289,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5290,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5291,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5292,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5293,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5294,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5295,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5296,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5297,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5298,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5299,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5300,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5301,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5302,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5303,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5304,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5305,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5306,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5307,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5308,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5309,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5310,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5311,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5312,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5313,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5314,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5315,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5316,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5317,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5318,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5319,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5320,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5321,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5322,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5323,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5324,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5325,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5326,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5327,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5328,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5329,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5330,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5331,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5332,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5333,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5334,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5335,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5336,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5337,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5338,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5339,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5340,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5341,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5342,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5343,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5344,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5345,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5346,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5347,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5348,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5349,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5350,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5351,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5352,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5353,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5354,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5355,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5356,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5357,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5358,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5359,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5360,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5361,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5362,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5363,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5364,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5365,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5366,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5367,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5368,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5369,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5370,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5371,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5372,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5373,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5374,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5375,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5376,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5377,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5378,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5379,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5380,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5381,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5382,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5383,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5384,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5385,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5386,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5387,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5388,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5389,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5390,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5391,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5392,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5393,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5394,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5395,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5396,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5397,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5398,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5399,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5400,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5401,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5402,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5403,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5404,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5405,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5406,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5407,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5408,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5409,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5410,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5411,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5412,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5413,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5414,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5415,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5416,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5417,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5418,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5419,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5420,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5421,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5422,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5423,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5424,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5425,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5426,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5427,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5428,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5429,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5430,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5431,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5432,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5433,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5434,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5435,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5436,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5437,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5438,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5439,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5440,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5441,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5442,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5443,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5444,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5445,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5446,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5447,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5448,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5449,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5450,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5451,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5452,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5453,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5454,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5455,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5456,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5457,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5458,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5459,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5460,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5461,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5462,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5463,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5465,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5466,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5467,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5468,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5469,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5470,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5471,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5472,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5473,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5474,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5475,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5476,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5477,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5478,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5479,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5480,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5481,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5482,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5483,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5484,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5485,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5486,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5487,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5488,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5489,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5490,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5491,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5492,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5493,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5494,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5495,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5496,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5497,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5498,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5499,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5500,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5501,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5502,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5503,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5504,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5505,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5506,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5507,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5508,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5509,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5510,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5511,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5512,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5513,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5514,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5515,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5516,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5517,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5518,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5519,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5520,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5521,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5522,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5523,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5524,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5525,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5526,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5527,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5528,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5529,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5530,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5531,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5532,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5533,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5534,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5535,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5536,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5537,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5538,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5539,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5540,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5541,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5542,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5543,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5544,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5545,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5546,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5547,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5548,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5549,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5550,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5551,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5552,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5553,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5554,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5555,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5556,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5557,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5558,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5559,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5560,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5561,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5562,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5563,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5564,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5565,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5566,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5567,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5568,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5569,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5570,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5571,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5572,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5573,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5574,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5575,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5576,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5577,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5578,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5579,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5580,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5581,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5582,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5583,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5584,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5585,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5586,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5587,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5588,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5589,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5590,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5591,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5592,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5593,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5594,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5595,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5596,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5597,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5598,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5599,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5600,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5601,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5602,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5603,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5604,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5605,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5606,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5607,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5608,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5609,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5610,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5611,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5612,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5613,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5614,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5615,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5616,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5617,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5618,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5619,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5620,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5621,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5622,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5623,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5624,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5625,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5626,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5627,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5628,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5629,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5630,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5631,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5632,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5633,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5634,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5635,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5636,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5637,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5638,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5639,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5640,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5641,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5642,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5643,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5644,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5645,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5646,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5647,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5648,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5649,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5650,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5651,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5652,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5653,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5654,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5655,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5656,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5657,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5658,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5659,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5660,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5661,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5662,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5663,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5664,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5665,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5666,4.67,92.4,0.015,0.025,0.027,0.55,0.22
5667,4.67,92.4,0.015,0.025,0.027,0.55,0.22
